run_name,date_time,grating_value[um],SAW_speed[m/s],SAW_freq[Hz],SAW_freq_error[Hz],A[Wm^-2],A_err[Wm^-2],alpha[m^2s^-1],alpha_err[m2s-1],beta[s^0.5],beta_err[s^0.5],B[Wm^-2],B_err[Wm^-2],theta,theta_err,tau[s],tau_err[s],C[Wm^-2],C_err[Wm^-2]
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-42.txt,2025_09_09_16:55:58,3.5217,2532.165,7.190178e+08,5576.4511,0.12354105,0.0032807792,1.0659318e-05,8.0163812e-08,2.3765023e-06,1.257338e-06,0.0079010826,0.00014306488,-2.3000444,0.012297612,3.1810591e-08,7.4902795e-10,0.00026995457,2.6675168e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-43.txt,2025_09_09_16:56:58,3.5217,2532.9719,7.1924693e+08,5897.4036,0.12122637,0.0023153343,1.0622795e-05,5.9144365e-08,3.0065517e-06,8.8716327e-07,0.0076576127,0.00010074686,-1.8946276,0.008899301,3.3735392e-08,5.8230062e-10,4.6476343e-05,1.9665787e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-44.txt,2025_09_09_16:57:58,3.5217,2533.663,7.1944318e+08,5658.6281,0.11501407,0.001383748,1.0533578e-05,3.5379015e-08,1.1308439e-07,5.9876884e-07,0.01354716,8.0668915e-05,-2.8448298,0.0039822616,2.225453e-08,1.6432997e-10,0.00011976146,1.1528409e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-45.txt,2025_09_09_16:58:58,3.5217,2533.5617,7.194144e+08,5385.6704,0.12252851,0.0033250253,1.0617022e-05,8.1540564e-08,2.0045849e-06,1.2963172e-06,0.0069790555,0.00013485448,-2.3314948,0.013123777,3.5658878e-08,9.0655941e-10,0.00011685271,2.7267174e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-46.txt,2025_09_09_16:59:58,3.5217,2533.0717,7.1927526e+08,6020.3314,0.12158801,0.0032347982,1.0771308e-05,8.1418906e-08,2.5676195e-06,1.2465762e-06,0.0077054845,0.00014257842,-2.008384,0.012559964,3.1335911e-08,7.5444689e-10,0.00021378007,2.619584e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-47.txt,2025_09_09_17:00:59,3.5217,2531.898,7.1894199e+08,5470.2696,0.1194045,0.0030766936,1.0747757e-05,7.7578562e-08,1.9757134e-06,1.2272793e-06,0.0071893009,0.00012745127,-2.2855302,0.012044609,3.3654708e-08,7.8043975e-10,0.0001604589,2.4585441e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-48.txt,2025_09_09_17:01:59,3.5217,2533.5917,7.1942291e+08,6171.3606,0.12064807,0.00349595,1.0763724e-05,8.8788162e-08,2.6987336e-06,1.3542197e-06,0.0074986211,0.00015643419,-1.9886526,0.014165146,3.0703204e-08,8.3180468e-10,0.00031969343,2.835193e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-49.txt,2025_09_09_17:02:59,3.5217,2533.4753,7.1938987e+08,6123.9434,0.11095569,0.00013413234,1.0503273e-05,1.6346703e-08,9.4451742e-12,NaN,0.013193938,7.9697834e-05,-2.7971382,0.0040539312,2.1487182e-08,1.6048071e-10,4.0763605e-05,1.0061634e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-50.txt,2025_09_09_17:03:59,3.5217,2533.105,7.1928473e+08,5566.839,0.1202232,0.0030689786,1.0695186e-05,7.6872502e-08,2.0887264e-06,1.2147496e-06,0.0079658561,0.00013417658,-2.3154574,0.011438184,3.1473846e-08,6.8861759e-10,0.00017226679,2.4776309e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-51.txt,2025_09_09_17:04:59,3.5217,2532.9365,7.1923687e+08,5639.2795,0.11964885,0.0022637521,1.073601e-05,5.8718834e-08,3.0163181e-06,8.7590336e-07,0.0079157967,9.9318304e-05,-1.8552966,0.0084900451,3.2574486e-08,5.3445243e-10,5.3771694e-05,1.8804716e-05
